Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"TJL Wango","Investigating the Biogeographic Niche of Baboon Species in Southern Kenya Using GIS",2021,"","ir.jkuat.ac.ke","http://ir.jkuat.ac.ke/handle/123456789/5533","",232,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,1,"… , it is unclear if climate change and/or vegetation change, … hybridize, and it is unclear if current patterns of hybridization … these include trees and bushes, insects and small rodents, cliffs …","http://ir.jkuat.ac.ke/bitstream/handle/123456789/5533/Wango%2C%20Tim%20Joash%20Lugera%20PhD%20GIS%2C%20%202021.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:yZmQYJdXmk8J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
2,"JD DiBattista, KM West, AC Hay…","Community‐based citizen science projects can support the distributional monitoring of fishes",2021,"Aquatic …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/aqc.3726","https://scholar.google.com/scholar?cites=12471745413135416776&as_sdt=2005&sciodt=0,5&hl=en",233,"2022-05-30 20:18:07","","10.1002/aqc.3726","","",,,,,2,2.00,1,4,1,"… In marine environments, climate change is affecting fish … In addition, fish records identified as hybrids, all non-species-level … Occurrence data and range-shift modelling used in …","https://www.researchgate.net/profile/Joseph-Dibattista/publication/355199090_Community-based_citizen_science_projects_can_support_the_distributional_monitoring_of_fishes/links/6167759c8ad119749b16fb24/Community-based-citizen-science-projects-can-support-the-distributional-monitoring-of-fishes.pdf","https://scholar.google.com/scholar?q=related:yD0LB2CKFK0J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"T van der Valk","From conservation genetics to conservation genomics using minimal-invasive sampling methods",2018,"","diva-portal.org","https://www.diva-portal.org/smash/get/diva2:1253418/FULLTEXT01.pdf","",234,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,1,4,"… are marked orange, whereas samples from potential hybrids of wildcat and domestic cat are … spaced samples also allow the direct study of adaptations to climate change. This allows us …","https://www.diva-portal.org/smash/get/diva2:1253418/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:8Wjl99STG0oJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
46,"BR Riddle","Comparative phylogeography clarifies the complexity and problems of continental distribution that drove AR Wallace to favor islands",2016,"Proceedings of the National Academy of …","National Acad Sciences","https://www.pnas.org/content/113/29/7970.short","https://scholar.google.com/scholar?cites=13812339599928804744&as_sdt=2005&sciodt=0,5&hl=en",235,"2022-05-30 20:18:07","","","","",,,,,46,7.67,46,1,6,"… North America and suggested some level of hybridization might be occurring in secondary contact … to range expansion, range contraction, and range shift and variants of each. (C and D) …","https://www.pnas.org/content/pnas/113/29/7970.full.pdf","https://scholar.google.com/scholar?q=related:iEXRaq9Jr78J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
6,"V Rull, T Vegas-Vilarrúbia","The Pantepui “Lost World”: towards a biogeographical, ecological and evolutionary synthesis of a pristine Neotropical sky-island archipelago",2020,"Neotropical Diversification: Patterns and …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-31167-4_15","https://scholar.google.com/scholar?cites=15601923349522222975&as_sdt=2005&sciodt=0,5&hl=en",236,"2022-05-30 20:18:07","","10.1007/978-3-030-31167-4_15","","",,,,,6,3.00,3,2,2,"… lowlands thus promoting hybridization and adaptive radiation (… methods, namely the altitudinal range shift (ARS) method, the … In addition, surviving climate change depends not only on …","","https://scholar.google.com/scholar?q=related:fw8ltZ8qhdgJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"EE GUTIÉRREZ, NM HEMING, G PENIDO…","FOX, LYCALOPEX VETULUS (MAMMALIA: CANIDAE)",2019,"","researchgate.net","https://www.researchgate.net/profile/Ana-Cristyna-Reis-Lacerda/publication/335288153_Climate_change_and_its_potential_impact_on_the_conservation_of_the_Hoary_Fox_Lycalopex_vetulus_Mammalia_Canidae/links/5d640b16299bf1f70b0e8b05/Climate-change-and-its-potential-impact-on-the-conservation-of-the-Hoary-Fox-Lycalopex-vetulus-Mammalia-Canidae.pdf","",237,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,4,3,"… Our results reveal that climate change represents a major threat for the survival of L. vetulus … Moreover, there is evidence of hybridization between L. vetulus and L. gymnocercus (Garcez…","https://www.researchgate.net/profile/Ana-Cristyna-Reis-Lacerda/publication/335288153_Climate_change_and_its_potential_impact_on_the_conservation_of_the_Hoary_Fox_Lycalopex_vetulus_Mammalia_Canidae/links/5d640b16299bf1f70b0e8b05/Climate-change-and-its-potential-impact-on-the-conservation-of-the-Hoary-Fox-Lycalopex-vetulus-Mammalia-Canidae.pdf","https://scholar.google.com/scholar?q=related:Q39puywf4UsJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
4,"U Schickhoff, M Bobrowski, S Mal, N Schwab…","The World's Mountains in the Anthropocene",2022,"Mountain Landscapes in …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-70238-0_1","https://scholar.google.com/scholar?cites=2292686784224237126&as_sdt=2005&sciodt=0,5&hl=en",238,"2022-05-30 20:18:07","","10.1007/978-3-030-70238-0_1","","",,,,,4,4.00,1,5,1,"… This chapter provides a global overview of the current state of knowledge on the effects of climate change and land use change on mountain landscapes. Presenting examples from …","","https://scholar.google.com/scholar?q=related:RhbrqntC0R8J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"SJ Du Plessis","Plastic Responses of Root System Architecture to Drought and Temperature Stress",2020,"","research-information.bris.ac.uk","https://research-information.bris.ac.uk/files/235164960/Final_Copy_2020_05_13_duPlessis_S_J_MSc.pdf","",239,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,1,2,"… for understanding the likely impacts of future climate change. Plasticity is the environment-… Tracking the evolution of insecticide resistance in the mosquito Culex pipiens. Nature, 400, …","https://research-information.bris.ac.uk/files/235164960/Final_Copy_2020_05_13_duPlessis_S_J_MSc.pdf","https://scholar.google.com/scholar?q=related:zpwzpLQ-jAUJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
3,"S Mahtani-Williams, W Fulton, A Desvars-Larrive…","Landscape genomics of a widely distributed snake, Dolichophis caspius (Gmelin, 1789) across Eastern Europe and Western Asia",2020,"Genes","mdpi.com","https://www.mdpi.com/861286","https://scholar.google.com/scholar?cites=6980893109751634353&as_sdt=2005&sciodt=0,5&hl=en",240,"2022-05-30 20:18:07","","","","",,,,,3,1.50,1,4,2,"… , including human-mediated climate change [1]. Populations … this species in its current habitats and its future range shift. … Rapid climate change and habitat fragmentation can have …","https://www.mdpi.com/2073-4425/11/10/1218/pdf","https://scholar.google.com/scholar?q=related:sdm3BUwd4WAJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"C MAGUIRE","Modeling and assessing the current and future habitat of the Irish hare (lepus timidus Hibernicus) using GIS",2018,"","etd.ceu.edu","https://www.etd.ceu.edu/2018/maguire_christopher.pdf","",241,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,1,4,"… prediction of the anticipated home range shift for the endemic, and to estimate the potential loss to suitable habitat extent through climate change, MaxEnt (maximum entropy) software …","https://www.etd.ceu.edu/2018/maguire_christopher.pdf","https://scholar.google.com/scholar?q=related:SxY5Rvjo230J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"X Gómez-Maqueo, A Gamboa-deBuen","The Biology of the Genus Ceiba, a Potential Source for Sustainable Production of Natural Fiber",2022,"Plants","mdpi.com","https://www.mdpi.com/2223-7747/11/4/521","",242,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,2,1,"… challenges associated with climate change that impact on … These vertebrates eat the flowers, or the insects found in the … hybrids with an intermediate phenotype [8]. One of these …","https://www.mdpi.com/2223-7747/11/4/521/pdf",""
1,"M Menon","Interspecific gene flow potentiates adaptive evolution in a hybrid zone formed between Pinus strobiformis and Pinus flexilis",2020,"","scholarscompass.vcu.edu","https://scholarscompass.vcu.edu/etd/6221/","https://scholar.google.com/scholar?cites=17954671398321526049&as_sdt=2005&sciodt=0,5&hl=en",243,"2022-05-30 20:18:07","","","","",,,,,1,0.50,1,1,2,"… to novel selective regimes imposed by climate change. Finally, by assaying … hybrids are becoming the focus of studies addressing positive evolutionary consequences of hybridization. …","https://scholarscompass.vcu.edu/cgi/viewcontent.cgi?article=7287&context=etd","https://scholar.google.com/scholar?q=related:IRXSQ4LOK_kJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"AJ Harman","Updated Distributions of Oklahoma Grasshoppers (Orthoptera: Acrididae) and Notes on Melanoplus macclungi",2021,"","search.proquest.com","https://search.proquest.com/openview/35b4ccb4e1ad42384c7ae2ff55dccf7a/1?pq-origsite=gscholar&cbl=18750&diss=y","",244,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,1,"… and Romaleidae) collectively pose the greatest pest threat to grazing land in the Great … In the future, understanding shifts in species in response to climate change is also important …","https://shareok.org/bitstream/handle/11244/330917/Harman_okstate_0664M_17154.pdf?sequence=1","https://scholar.google.com/scholar?q=related:CrJNiKhPyxYJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
7,"KE Conlan, A Desiderato, J Beermann","Jassa (Crustacea: Amphipoda): a new morphological and molecular assessment of the genus",2021,"Zootaxa","mapress.com","https://www.mapress.com/zt/article/view/zootaxa.4939.1.1","https://scholar.google.com/scholar?cites=11440938021663809927&as_sdt=2005&sciodt=0,5&hl=en",245,"2022-05-30 20:18:07","HTML","","","",,,,,7,7.00,2,3,1,"… The propensity for some species to form dense colonies in water intake structures and offshore platforms has brought them to attention as an unwanted pest. Based on the examination …","https://www.mapress.com/zt/article/view/zootaxa.4939.1.1","https://scholar.google.com/scholar?q=related:hyGIloNgxp4J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
2,"JA DaBell","Pinus strobiformis Response to an Elevational Gradient and Correlations with Source Climate",2017,"","search.proquest.com","https://search.proquest.com/openview/d4c960cca8599e1f2ffa720094c8dfe2/1?pq-origsite=gscholar&cbl=18750","https://scholar.google.com/scholar?cites=17148466637536960652&as_sdt=2005&sciodt=0,5&hl=en",246,"2022-05-30 20:18:07","","","","",,,,,2,0.40,2,1,5,"Pinus strobiformis (PIST) is a high elevation five needle pine native to the southwestern United States and Mexico. Both climate change and a non-native invasive pathogen threaten its …","","https://scholar.google.com/scholar?q=related:jCAH5YyX--0J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"W Rahman","Systematic conservation planning of wild relatives of food crops in Indonesia",2021,"","etheses.bham.ac.uk","http://etheses.bham.ac.uk/id/eprint/11181/","",247,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,1,"… and ex situ conservation, climate change impact analysis, and … The climate change impact analysis found that one to six of … ) includes taxa that are hard to hybridize to the related crop by …","https://etheses.bham.ac.uk/id/eprint/11181/4/Rahman2021PhD_Redacted.pdf",""
6,"JB Yang, YR Dong, KM Wong, ZJ Gu, HQ Yang…","Genetic structure and differentiation in Dendrocalamus sinicus (Poaceae: Bambusoideae) populations provide insight into evolutionary history and speciation …",2018,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-018-35269-8","https://scholar.google.com/scholar?cites=433422478953973363&as_sdt=2005&sciodt=0,5&hl=en",248,"2022-05-30 20:18:07","HTML","","","",,,,,6,1.50,1,6,4,"… On the aspect of non-geographic mode of bamboos, chromosome doubling and hybridization … Non-recombinant cpDNA allows an inference of historical range shift and recolonization …","https://www.nature.com/articles/s41598-018-35269-8","https://scholar.google.com/scholar?q=related:c4a4v3LTAwYJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"I Kim","Min Jee Kim, Youngho Cho, Ah Rha Wang, Sung-Soo Kim, Sei-Woong Choi",2020,"Conserv Genet","researchgate.net","https://www.researchgate.net/profile/Min-Jee-Kim/publication/339293858_Population_genetic_characterization_of_the_black-veined_white_Aporia_crataegi_Lepidoptera_Pieridae_using_novel_microsatellite_markers_and_mitochondrial_DNA_gene_sequences/links/5e74545c458515c677c63a4b/Population-genetic-characterization-of-the-black-veined-white-Aporia-crataegi-Lepidoptera-Pieridae-using-novel-microsatellite-markers-and-mitochondrial-DNA-gene-sequences.pdf","",249,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,1,2,"… , because it will accompany a range shift of A. crataegi from … crataegi, in accordance with climate change, to provide … in accordance with climate change suggested that Gangwon …","https://www.researchgate.net/profile/Min-Jee-Kim/publication/339293858_Population_genetic_characterization_of_the_black-veined_white_Aporia_crataegi_Lepidoptera_Pieridae_using_novel_microsatellite_markers_and_mitochondrial_DNA_gene_sequences/links/5e74545c458515c677c63a4b/Population-genetic-characterization-of-the-black-veined-white-Aporia-crataegi-Lepidoptera-Pieridae-using-novel-microsatellite-markers-and-mitochondrial-DNA-gene-sequences.pdf","https://scholar.google.com/scholar?q=related:mH2yFlv37M4J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
14,"CJ Jolly","Philopatry at the frontier: A demographically driven scenario for the evolution of multilevel societies in baboons (Papio)",2020,"Journal of Human Evolution","Elsevier","https://www.sciencedirect.com/science/article/pii/S0047248420300804","https://scholar.google.com/scholar?cites=16507967125136801002&as_sdt=2005&sciodt=0,5&hl=en",250,"2022-05-30 20:18:07","","","","",,,,,14,7.00,14,1,2,"The baboons (Papio sp.) exhibit marked interspecies variation in social behavior. The thesis presented here argues, first, that male philopatry is a crucial factor, arguably the crucial …","","https://scholar.google.com/scholar?q=related:6vyaKaMUGOUJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
8,"RW DeYoung, DL Williford","Genetic Variation and Population Structure in the Prairie Grouse",2016,"Ecology and conservation of lesser …","books.google.com","https://books.google.com/books?hl=en&lr=&id=A3CMCwAAQBAJ&oi=fnd&pg=PA77&dq=insect+hybridization+%22climate+change%22+%22range+shift%22&ots=zn_uOe94i4&sig=NfqOu8P-sRnW3RdUKyfys_R0PNI","https://scholar.google.com/scholar?cites=12287074442588620269&as_sdt=2005&sciodt=0,5&hl=en",251,"2022-05-30 20:18:07","","","","",,,,,8,1.33,4,2,6,"… rapidity of a range shift, the proportion and source of stocks … A more complicated problem involves hybridization and … habitat loss or gain, and climate change. Furthermore, an analysis of …","","https://scholar.google.com/scholar?q=related:7YVGFxt1hKoJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"L Li, F Lu, W Xiong, Y Ding, Y Lu, Y Xiao, X Tong…","ORIGINAL UNEDITED MANUSCRIPT",2021,"","academia.edu","https://www.academia.edu/download/66357286/Mi_et_al._2021_The_global_significance_of_biodiversity_science_in_China_an_overview.pdf","",252,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,8,1,"… gas emissions and climate change to crop pollination, food … It found that transgenic F2 crop–weed hybrids produced 48-… opportunities to understand range shift dynamics. For example…","https://www.academia.edu/download/66357286/Mi_et_al._2021_The_global_significance_of_biodiversity_science_in_China_an_overview.pdf",""
0,"Z Yang, W Ma, X He, T Zhao, X Yang, L Wang…","Species divergence and phylogeography of Corylus heterophylla Fisch complex (Betulaceae): Inferred from molecular, climatic and morphological data",2022,"Molecular Phylogenetics …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1055790322000264","",253,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,7,1,"Historical geo-climatic changes have shaped the geographical distributions and genetic diversity of numerous plant taxa in East Asia, which promote species divergence and ultimately …","","https://scholar.google.com/scholar?q=related:oj4TH8GmTw4J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"CSG da Cunha","The Interaction Between Malaria Infection and Parental Age on Nest Defence Behaviour",2019,"","search.proquest.com","https://search.proquest.com/openview/88304fa09332ce8f0621908d693d7194/1?pq-origsite=gscholar&cbl=2026366&diss=y","",254,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,3,"… related species, capable of hybridizing: the collared flycatcher (… However, increase in temperature due to climate change … range of blood sucking dipteran insects hosts (Order: Diptera). …","https://www.repository.utl.pt/bitstream/10400.5/18583/1/The%20Interaction%20Between%20Malaria%20Infection%20and%20Parental%20Age%20on%20Nest%20Defence%20Behaviour.pdf","https://scholar.google.com/scholar?q=related:pIl8RARYlg4J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"K Wolff, B Depner, SA Logan, M Heurich","Informed conservation management of rare tree species needs knowledge of species composition, their genetic characteristics and ecological niche",2021,"Forest Ecology and Management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378112720315401","https://scholar.google.com/scholar?cites=3922884528504287605&as_sdt=2005&sciodt=0,5&hl=en",255,"2022-05-30 20:18:07","","","","",,,,,1,1.00,0,4,1,"… determine difficult to distinguish species and their hybrids and to assess neutral diversity of … species range, understanding climate change adaptation, insect and disease resistance. For …","https://eprints.ncl.ac.uk/file_store/production/270633/9EFC9EB3-443E-47C6-9B05-4C93C002257B.pdf","https://scholar.google.com/scholar?q=related:dbFfwLHicDYJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"TJ Gooliaff","Spatiotemporal patterns and reliability of bobcat and Canada lynx occurrence records in British Columbia",2018,"","open.library.ubc.ca","https://open.library.ubc.ca/collections/24/24/items/1.0362863","https://scholar.google.com/scholar?cites=3862033515907699871&as_sdt=2005&sciodt=0,5&hl=en",256,"2022-05-30 20:18:07","HTML","","","",,,,,1,0.25,1,1,4,"… Description Understanding the distribution of a species is imperative for proper management and conservation to occur, especially in the wake of climate change and other biotic and …","https://open.library.ubc.ca/collections/24/24/items/1.0362863","https://scholar.google.com/scholar?q=related:n9RUUgWzmDUJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"Y Xu, A Poosakkannu, K Suominen, V Laine, T Lilley…","Climate-driven dynamics of pathogenic microbial taxa in birds and bats",2022,"","researchsquare.com","https://www.researchsquare.com/article/rs-1362343/latest.pdf","",257,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,6,1,"… Climate change can facilitate emergence of zoonotic and wildlife … philomelos): an in situ hybridization study with emphasis on … Interspeci c transfer of parasites following a range-shift in …","https://www.researchsquare.com/article/rs-1362343/latest.pdf",""
0,"C Brochmann, IG Alsos","Origin and Dispersal of the North Atlantic Vascular Plant Floras",2021,"Biogeography in the Sub‐Arctic: The …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/9781118561461.ch4","",258,"2022-05-30 20:18:07","","10.1002/9781118561461.ch4","","",,,,,0,0.00,0,2,1,"… cernua have also hybridized in Scandinavia, probably several … Past and future range shift and loss of genetic diverstity in … Forest‐tundra neighboring the North Pole: plant and insect …","","https://scholar.google.com/scholar?q=related:rMDogxBXRi8J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"M MENON, CB JUSTIN, C FRIEDLINE, A WHIPPLE…","Running title: Ecological speciation in pines",,"scholar.archive.org","","https://scholar.archive.org/work/yu4u2egdybh6ta32iewnp7geti/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2017/09/07/185728.full.pdf","",259,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,5,,"… We found an abundance of advanced generation hybrids and a lack of loci 45 exhibiting large allele frequency differences across the hybrid zone. Additionally, we found 46 evidence …","https://scholar.archive.org/work/yu4u2egdybh6ta32iewnp7geti/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2017/09/07/185728.full.pdf","https://scholar.google.com/scholar?q=related:G9ScwCPPY7IJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
5,"J Ortego, V Noguerales, PJ Cordero","Geographical and ecological drivers of mitonuclear genetic divergence in a Mediterranean grasshopper",2017,"Evolutionary Biology","Springer","https://link.springer.com/article/10.1007/s11692-017-9423-x","https://scholar.google.com/scholar?cites=12395195973629574907&as_sdt=2005&sciodt=0,5&hl=en",260,"2022-05-30 20:18:07","","10.1007/s11692-017-9423-x","","",,,,,5,1.00,2,3,5,"… , Rambur 1838), a specialist insect distributed in Mediterranean environments from France, … , whereas much higher stability and a northward range shift after the LGM was inferred for the …","","https://scholar.google.com/scholar?q=related:-_6KwRCVBKwJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"A Bravo, AL Porzecanski, JA Cigliano, S Siller…","Applying Critical Thinking to an Invasive Species Problem",2018,"LESSONS IN …","amnh.org","https://www.amnh.org/content/download/198836/2958186/file/Lessons%20in%20Conservation%20-%20Volume%208,%20Issue%201.pdf#page=54","",261,"2022-05-30 20:18:07","PDF","","","",,,,,0,0.00,0,5,4,"… The impacts of this dramatic range shift in the past few decades … , such as other crustaceans, fish, and insects. Their effects also can … Importance of hybridization between indigenous and …","https://www.amnh.org/content/download/198836/2958186/file/Lessons%20in%20Conservation%20-%20Volume%208,%20Issue%201.pdf#page=54","https://scholar.google.com/scholar?q=related:A0596J9z73cJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"E Agar","Investigating the relative impacts of environmental stressors on wild bee community composition in Pennsylvania through an analysis of historical records",2021,"","atrium.lib.uoguelph.ca","https://atrium.lib.uoguelph.ca/xmlui/handle/10214/25870","",262,"2022-05-30 20:18:07","","","","",,,,,0,0.00,0,1,1,"… insect pest species, so exposure to these chemicals may be harmful or even lethal to beneficial insects as … Climate change then further modulates the rate at which bees must deal with …","https://atrium.lib.uoguelph.ca/xmlui/bitstream/handle/10214/25870/Agar_Emily_202105_MSc.pdf?sequence=3&isAllowed=n","https://scholar.google.com/scholar?q=related:75X27Wsu7z0J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
8,"S Volis","Plant conservation: the role of habitat restoration",2019,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=gd6CDwAAQBAJ&oi=fnd&pg=PA207&dq=insect+hybridization+%22climate+change%22+%22range+shift%22&ots=me7mLO1wio&sig=p2OX9ut_tQi8rSeLC2S49u_iAv8","https://scholar.google.com/scholar?cites=11483903589041945337&as_sdt=2005&sciodt=0,5&hl=en",263,"2022-05-30 20:18:07","BOOK","","","",,,,,8,2.67,8,1,3,"… Global climate change is proceeding rapidly in the face of … a higher probability of disease and insect outbreaks. A typical … habitat types, the anticipated range shift can be beyond their …","","https://scholar.google.com/scholar?q=related:-bqtS3gFX58J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
8,"BA Goodrich, KM Waring, D Auty…","Interactions of management and white pine blister rust on Pinus strobiformis regeneration abundance in southwestern USA",2018,"… Journal of Forest …","academic.oup.com","https://academic.oup.com/forestry/article-abstract/91/4/492/4951955","https://scholar.google.com/scholar?cites=13271919243090832449&as_sdt=2005&sciodt=0,5&hl=en",264,"2022-05-30 20:18:07","","","","",,,,,8,2.00,2,4,4,"… Biotic disturbances, such as disease or insect outbreaks, or … However, disease or insect outbreaks may also cause … these areas are also potential hybridization zones where SWWP and …","https://academic.oup.com/forestry/article/91/4/492/4951955","https://scholar.google.com/scholar?q=related:QawZ5DtUL7gJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
1,"JA Encarnação, NI Becker","Daubenton's Bat Myotis daubentonii (Kuhl, 1817)",2020,"Handbook of the Mammals of Europe","Springer","https://link.springer.com/content/pdf/10.1007/978-3-319-65038-8_49-1.pdf","https://scholar.google.com/scholar?cites=2225103260862418594&as_sdt=2005&sciodt=0,5&hl=en",265,"2022-05-30 20:18:07","","10.1007/978-3-319-65038-8_49-1","","",,,,,1,0.50,1,2,2,"… Estimations of insect intake assuming a capture success of 92% are for females 8.0 g/day (5.0 kJ/g body mass/day) during pregnancy and 4.9 g/day (3.0 kJ/g body mass/day) during post…","","https://scholar.google.com/scholar?q=related:oo5EbKAn4R4J:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
4,"A Watson, J Reece, BE Tirpak, CK Edwards…","The Gulf Coast Vulnerability Assessment: Mangrove, Tidal Emergent Marsh, Barrier Islands",2016,"","oyster-restoration.org","http://www.oyster-restoration.org/wp-content/uploads/2013/05/Untitled-attachment-00417.pdf","https://scholar.google.com/scholar?cites=14599963884796616463&as_sdt=2005&sciodt=0,5&hl=en",266,"2022-05-30 20:18:07","PDF","","","",,,,,4,0.67,1,5,6,"… Assessing vulnerability is a key step in conservation planning in light of anticipated future stressors such as climate change. This assessment should be treated as a foundation upon …","http://www.oyster-restoration.org/wp-content/uploads/2013/05/Untitled-attachment-00417.pdf","https://scholar.google.com/scholar?q=related:D5_Vnsx9ncoJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
0,"L Triest, B Satyanarayana, O Delange…","Barrier to Gene Flow of Grey Mangrove Avicennia marina Populations in the Malay Peninsula as Revealed From Nuclear Microsatellites and Chloroplast …",2021,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fcosc.2021.727819/full","",267,"2022-05-30 20:18:07","HTML","10.3389/fcosc.2021.727819","","",,,,,0,0.00,0,4,1,"… marina, not damaged by insects or diseases, were handpicked from … hybridization were not available, because the leaf features of those trees that were found to be introgessed hybrids …","https://www.frontiersin.org/articles/10.3389/fcosc.2021.727819/full","https://scholar.google.com/scholar?q=related:1W8vWSLzxxEJ:scholar.google.com/&scioq=insect+hybridization+%22climate+change%22+%22range+shift%22&hl=en&as_sdt=0,5&as_ylo=2016"
